title,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,description,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
쌍암공원,관광지,광주광역시 광산구 첨단중앙로182번길 39,광주광역시 광산구 쌍암동 653-1,35.22222807,126.8442514,142000,화장실+주차장,,,,,,1991.12.12,200,50,철쭉꽃 숲들과 소나무숲이 있어 상쾌함과 시원함을 더해주는 공원,062-960-8114,광주광역시 광산구청,2022.1.1,6290000,광주광역시
대인예술시장,관광지,광주광역시 동구 독립로 284-2,광주광역시 동구 대인동 329,35.15612043,126.9128901,4300,화장실+주차장,,,,,,1976.3.22,500,200,다양한 볼거리와 먹거리를 즐길 수 있는 전통 시장,062-223-3001,광주광역시대인시장,2022.1.1,6290000,광주광역시
상무시민공원,관광지,,광주광역시 서구 치평동 1162,35.15422831,126.8420517,117590,화장실+주차장,,종합체육시설,,,,1997.10.13,3000,50,"볼거리가 많고, 온 가족이 운동과 산책을 즐기며 휴식의 기회를 가질 수 있는 공간임",062-360-7513,광주광역시 서구청,2022.1.1,6290000,광주광역시
광주광역시월드컵경기장,관광지,광주광역시 서구 금화로 240,,35.13364608,126.874879,870.7,주차장+화장실,,,,,,2001.9.30,43000,1000,"광주광역시월드컵경기장은 4만 3천여명을 동시에 수용할 수 있는 축구전용경기장으로 미디어센터, 선수대기실, 통신 및 의료시설과 최고의 서비스를 가능케 하는 각종 부대시설 등 관람객과 선수를 동시에 만족시키는 최첨단시설을 갖추고 있다.",062-604-2002,월드컵경기장관리사무소,2022.1.1,6290000,광주광역시
평화공원,관광지,광주광역시 서구 내방로 102,,35.15654724,126.8516022,15000,화장실+주차장,,,,,,2010.3.15,100,300,숲과 물과 빛이 어우러지는 광장,062-365-4114,광주광역시 서구청,2022.1.1,6290000,광주광역시
5.18기념공원,관광지,광주광역시 서구 내방로 152,,35.15830536,126.8575559,204985,화장실+주차장,,,,,,1998.4.30,5000,100,"5.18민주화운동을 기리는 공원으로 추모공간, 광장, 기념탑, 문화회관 등 있음",062-376-5197,광주광역시시립미술관,2022.1.1,6290000,광주광역시
무각사,관광지,광주광역시 서구 운천로 230,,35.15378107,126.8560181,510,화장실+주차장,,,,,,2007.7.27,100,30,"일주문, 사천왕문, 대웅전, 종각 등 전통사찰의 형태를 여법하게 갖추며 일주문에서 사천왕, 대웅전으로 이어지는 가람 형태는 도심 한복판에 자리해 있으면서도 깊은 산사에 들어선 듯 경건함",062-383-0108,광주광역시 서구청,2022.1.1,6290000,광주광역시
창작농성골,관광지,광주광역시 서구 월산로173번길 15-1,,35.15297291,126.8929141,600,주차장,,,,,,2018.11.29,100,20,"골목마다 벽화를 비롯해 쉼터와 벚나무, 동백나무 등의 묘목이 식재을 띤 명소",062-365-4114,광주광역시 서구청,2022.1.1,6290000,광주광역시
유적근린공원,관광지,광주광역시 서구 천변우하로 469,,35.16879873,126.8714435,5587,화장실,,,,,,2017.7.1,500,0,기원후 5세기 후반의 백제 역사를 간직하고 있음,062-360-7114,광주광역시 서구청,2022.1.1,6290000,광주광역시
청춘발산마을,관광지,광주광역시 서구 천변좌로108번길 17-13,,35.15917994,126.8919941,154,화장실,,,,,,2015.3.2,500,0,알록달록한 동네 한 바퀴를 돌아보며 즐기는 문화,062-464-0020,발산마을,2022.1.1,6290000,광주광역시
화담사,관광지,광주광역시 서구 화운로156번길 17-8,광주광역시 서구 화정동 781-23,35.15352999,126.8784258,110,화장실+주차장,,,,,,1993.3.20,100,35,"옛부터 꽃이 많다고(군분)하여 화담이라 불렸으며, 계단으로 내려가는 중간에 동재와 서재를 두고 그 밑에 외인문을 배치한 전형적인 서원 건축양식을 갖추고 있음",062-368-3330,화담사보존회,2022.1.1,6290000,광주광역시
요트올림픽동산지구,관광지,부산광역시 해운대구 APEC로 30,부산광역시 해운대구 우동 1413-4,35.16578256,129.1350266,117.958,관리사무소 1동+공중화장실 3동+도로포장+원형분수 1개소+연못 1개소+파고라 1동+기념동산 1개소+녹지 1개소,,놀이광장 1개소+잔디광장 1개소+산책로  1개소+놀이마당 1개소+어린이놀이터 1개소+수영장 1동,식물원 1개소+야외전시장,,,1988.7.19,800000,398,360여척의 요트를 계류할  수 있는 요트경기장이 있는 곳으로 요트와 보트 등이 파란 바다와 마린시티의 마천루를 배경으로 어우러져 이국적인 풍경을 자아내는 곳이다. 각종 국제대회는 물론 해양스포츠와 국제영화제를 비롯한 다양한 문화행사가 개최된다,051-749-4081,부산광역시 해운대구청,2022.1.1,3330000,부산광역시 해운대구
동백섬,관광지,부산광역시 해운대구 동백로 116,부산광역시 해운대구 우동 708-1,35.15234205,129.1513619,93.649,공중화장실 2동+도로+전망대 1개소+수목+잔디 1개소,관광호텔 1동,,관광유람선 1개소,,,1988.7.19,700000,101,해운대해수욕장 남쪽 끝에 위치한 동백섬은 율지와 연계된 육계도로 동백섬의 자연 그대롱를 공원으로 조성한 곳으로 2005년 APEC 정상회의 장소인 누리마루 APEC하우스가 자리해 있다.,051-749-4081,부산광역시 해운대구청,2022.1.1,3330000,부산광역시 해운대구
해운대해수욕장,관광지,부산광역시 해운대구 해운대해변로 264,부산광역시 해운대구 우동 620-3,35.15910698,129.1602838,115.944,도로+광장+공중화장실 4동+주차장 1개소+관리사무소 1동+변전실 1동,,,해저  테마수족관,,,1988.7.19,800000,203,6월부터 9월까지 해수욕장을 개장하여 해수욕을 즐길 수 있다. 수심이 얕고 조수의 변화가 심하지 않아 해마다 천만 명이 넘는 피서색이 찾는다. 또한 매년 해수욕장 개장에 맞춰 다양한 행사와 축제가 개최된다,051-749-4081,부산광역시 해운대구청,2022.1.1,3330000,부산광역시 해운대구
달맞이동산지구,관광지,부산광역시 해운대구 달맞이길 190,부산광역시 해운대구 중동 산 42-25,35.15768146,129.1825429,85.845,공중화장실 2동+관리사무소 1동+광장+도로+주차장,,,망월정 1동,,,1988.7.19,700000,76,"벚나무와 송림이 울창하게 들어찬 오솔길로 드라이브 코스로 유명하다. 달맞이 고개 일대에서는 다양한 예술작품을 만날 수 있고, 특히 보름날 달빛에 어우러진 바다 정취는 데이트 코스로 유명하다.",051-749-4081,부산광역시 해운대구청,2022.1.1,3330000,부산광역시 해운대구
당항포관광지,관광지,경상남도 고성군 회화면 당항만로 1116,경상남도 고성군 회화면 봉동리 950-1,35.05322615,128.3920276,551902,관리사무소+매표소(게이트)+화장실+샤워장+취사장+주차장+오수처리장,펜션+카라반+오토캠핑장,미끄럼틀+야외풀장+모험놀이장+족구장 2면+야외 대공연장+소공연장,오토캠핑장,식당,펜션,1984.6.21,10000,1572,당항포관광지는 임지왜란 당시 충무공 이순신 장군의 대첩지로서 다목적 관광지,055-670-4501,경상남도 고성군청,2021.12.29,5420000,경상남도 고성군
장성호관광지,관광지,전라남도 장성군 북하면 백양로 591-4,전라남도 장성군 북하면 쌍웅리 산38-1,35.41373254,126.8508186,250595,관리사무소+화장실+주차장,임권택시네마테크캠프동,,문화예술공원+수몰문화관+야외공연장,매점,,1977.8.23,500,200,"문화예술공원,임권택시네마테크,수몰문화관 등이 모여 있는 장성호 상류의 관광지",061-390-7252,전라남도 장성군청,2021.12.28,4980000,전라남도 장성군
홍길동테마파크,관광지,전라남도 장성군 황룡면 홍길동로 431,전라남도 장성군 황룡면 아곡리 373,35.31862071,126.7265578,230639,관리사무소+화장실+주차장,청백한옥,풋살경기장+국궁장+홍길동산채체험관,야영장,4D영상관+홍길동전시관,,2004.5.27,400,200,홍길동의 역사적 문화적 가치를 보존하고 있는 테마파크,061-390-8580,전라남도 장성군청,2021.12.28,4980000,전라남도 장성군
용호 Sea-Side 관광지,관광지,부산광역시 남구 용호동 산 205번지,부산광역시 남구 용호동 산 205번지,35.101225,129.120361,143626,주차장 969대,관광숙박시설,,수영장,휴게음식점,,2006.5.24,1000,969,"천혜의 자연경관을 가지고 있고, 인근 오륙도 스카이워그 등 기존의 관광 인프라가 구축",051-607-4045,부산광역시 남구청,2021.12.23,3310000,부산광역시 남구
진주성,관광지,경상남도 진주시 남강로 626(본성동),경상남도 진주시 본성동 415,35.19043229,128.0802214,176804,진주성관리사업소+주차장+진주관광안내소+관광통역안내소+화장실,일반호텔,,"사적지, 박물관",,,1963.1.21,5000,37,"8년 연속 한국관광100선에 선정된 진주의 대표적인 관광지이자 사적지이다. 진주목사 김시민 장군이 임진왜란 때 3,800여명의 적은 군사로 2만여 명의 왜군을 물리친 임진왜란 3대첩지의 하나로 다양한 유물과 유적이 성내에 있다.",055-749-5171,경상남도 진주시청,2021.12.10,5310000,경상남도 진주시
진양호,관광지,경상남도 진주시 남강로1번길 130(판문동),경상남도 진주시 판문동 산171-1,35.17660992,128.0362677,2285,주차장+관광안내도+화장실,일반호텔,"소싸움경기장, 동물원","댐, 동물원, 선착장",,,1970.12.31,3000,400,"지리산을 바라볼 수 있는 아름다운 자연 경관과 어우러진 진양호는 시원하게 탁 트인 전망 속 호반의 물안개와 황홀한 저녁노을로 많은 사랑을 받고 있다.  진양호공원, 휴게전망대, 소원계단, 동물원, 진주전통소싸움경기장, 남강댐물문화관, 어린이 교통공원, 진양호 일주도로 등의 다양한 볼거리가 있다.",055-749-5933,경상남도 진주시청,2021.12.10,5310000,경상남도 진주시
경상남도 수목원,관광지,경상남도 진주시 이반성면 수목원로 386,경상남도 진주시 이반성면 대천리 482-1,35.15719862,128.2957346,1015953,주자창+안내소+화장실+사업소,,,"식물원, 동물원",,,1993.4.5,5000,304,"경상남도 수목원은 산림과 동식물에 대한 자연생태 종합학습교육장이다. 3,340여 종의 식물을 보유하고 있으며 테마별로 전시관과 식물원이 조성되어 있어 나들이장소와 데이트 코스로 사랑받고 있다.",055-254-3811,경상남도 산림환경연구원,2021.12.10,5310000,경상남도 진주시
무주 덕유산 리조트,관광지,전라북도 무주군 설천면 만선로 185,전라북도 무주군 설천면 심곡리 산43-15,35.889797,127.731389,7018181,화장실+주차장,관광호텔+가족호텔+호스텔,골프장+스키장,,관광식당,전용숙소,1990.12.22,45000,10000,"덕유산의 수려한 자연환경을 느낄 수 있으며, 오스트리아풍의 건물들로 이루어진 산악형 리조트",063-320-2547,전라북도 무주군청,2021.12.6,4740000,전라북도 무주군
벽계야영장,관광지,경상남도 의령군 궁류면 벽계로 201,경상남도 의령군 궁류면 벽계리 379,35.42604967,128.2080942,56940,화장실+주차장+전기시설+통신시설+물놀이장+공연장,야영사이트(80면)+카라반(8동)+방갈로(9동),트램플린 3개소,힐링공원 1개소,,,2015.8.3,500,90,"주변경관이 수려하며 물놀이장, 공연장, 캠프파이어장을 갖추고 있음",055-570-2512,경상남도 의령군청,2021.12.6,5390000,경상남도 의령군
소래습지생태공원,관광지,인천광역시 남동구 소래로 154번길 77(논현동),,37.40736572,126.7463366,1478000,화장실+주차장,,,,,,2005.1.1,10000,100,갯벌과 옛 염전지역을 다양한 생물군락지와 철새도래지로 복원시킨 생태공원,032-453-2140,인천광역시 남동구청,2021.12.3,3530000,인천광역시 남동구
소래철교,관광지,인천광역시 남동구 포구로 2-9(논현동),,37.3988308,126.7403795,152,전기시설,,,,,,2000.1.1,10000,0,수인선 협궤열차가 다니던 철로교량으로 길이 126미터의 소래철교는 1994년 열차운행이 중단된 후 통행로로 이용,032-453-2140,인천광역시 남동구청,2021.12.3,3530000,인천광역시 남동구
장도포대지,관광지,,인천광역시 남동구 논현동 111-13,37.39790186,126.7382687,2275,전기시설,,,,,,2000.1.1,1000,0,인천광역시 문화재자료 제19호로 조선시대인 1877년 일본이 서해안 개항지를 물색하자 고종이 어영대장 신정희로 하여금 설치하였음,032-453-2140,인천광역시 남동구청,2021.12.3,3530000,인천광역시 남동구
소래역사관,관광지,인천광역시 남동구 아암대로 1605(논현동),,37.39816347,126.7375992,1234,화장실,,,,,,2012.6.29,100,0,소래의 역사와 문화 그리고 아름다운 옛모습을 보존하고자 2012년 6월에 개관한 남동구 최초의 공립박물관,032-453-2140,인천광역시 남동구청,2021.12.3,3530000,인천광역시 남동구
서포리관광지,관광단지,인천광역시 옹진군 덕적면 덕적남로606번길 3,인천광역시 옹진군 덕적면 서포리 229-23,37.2232919,126.1169337,228769,"관리사무소,오수처리장, 샤워장,도로,주차장, 화장실",여관,운동시설,야영장,,,1977.3.31,100,20,"100년이 넘는 노송이 울창한 숲을 이루고 있고 완만한 경사와 넓이 300m 길이 3km의 넓은 백사장은 매년 10만 명이 넘는 관광객들의 휴식처가 되고 있는 곳이다. 200여 년은 족히 됐다는 소나무 8백여 본이 심어져 있는 소나무 숲은 단체야영에 제격이다. 거기에 넓은 운동장, 바닷가 놀이터, 테니스장, 음식점, 노래방, 자전거 대여소도 있으니 웬만한 레저시설은 다 준비되어 있는 셈이다. 주변의 갯바위에서는 우럭과 놀래미가 잘 잡혀 바다 낚시를 즐기는 관광객들의 발길이 끊이지 않고 있다.",032-899-2212,인천광역시 옹진군청,2021.11.12,3580000,인천광역시 옹진군
보은 삼년산성,관광지,충청북도 보은군 보은읍 성주1길 104,충청북도 보은군 보은읍 어암리 280-1,36.48993999,127.7417752,232655,화장실+해설사의 집,보은읍내 숙박 가능,보은 스포츠파크(야구장+수영장+축구장),농경문화관,해설사의 집(문화관광해설사 관광안내),,1973.5.25,1000,50,신라 삼국통일의 전초기지인 삼년산성은 축성연대는 물론 수축연대가 정확히 기록되어 있는 산성으로 중부권의 역사적 가치를 지닌 문화유산이다,043-540-3408,충청북도 보은군청,2021.11.2,4420000,충청북도 보은군
보은 우당고택,관광지,충청북도 보은군 장안면 개안길 10-2,충청북도 보은군 장안면 개안리 154,36.46857583,127.7906134,33057,화장실+해설사의 집,보은 우당고택 숙박가능,,서원계곡+서원리 소나무,보은 우당고택 안채+사랑채,,1984.1.10,50,10,고요함을 품은 보은 우당고택은 100년이 넘은 고택으로 전통적인 기법으로 지어 전통가옥을 체험할 수 있다,043-540-3393,충청북도 보은군청,2021.11.2,4420000,충청북도 보은군
속리산 법주사,관광지,충청북도 보은군 속리산면 법주사로 379,충청북도 보은군 속리산면 사내리 209,36.53993659,127.8306346,125625,화장실+해설사의 집,속리산 숲체험휴양마을 등 다수의 숙박시설 보유,세조길+오리숲길+야영장,법주사내 국보와 보물 보유,해설사의 집(문화관광해설사 관광안내),,2009.12.21,1000,150,대한불교조계종 제5교구의 본사로 신라시대 의신 조사가 창건하였고 2018년 6월 유네스코세계문화유산에 등재 되어 세계문화를 인정 받았다,043-540-3393,충청북도 보은군청,2021.11.2,4420000,충청북도 보은군
동학농민혁명기념공원,관광지,충청북도 보은군 보은읍 동학로 236-22,충청북도 보은군 보은읍 성족리 산16,36.51567136,127.7591951,336992,화장실+해설사의 집,보은읍내 숙박 가능,보은 스포츠파크(야구장+수영장+축구장),솔향공원+속리산 법주사,해설사의 집(문화관광해설사 관광안내),,2015.9.1,300,30,탐관오리에 대한 봉기와 외세에 대한 저항 의식을 일깨워 준 농민들의 자발적 혁명으로 3.1운동의 큰 밑거름이 되었다,043-540-3393,충청북도 보은군청,2021.11.2,4420000,충청북도 보은군
대천해수욕장,관광지,충청남도 보령시 머드로 123,,36.31554012,126.5108563,350000,화장실+샤워장+급수대+관광안내소+주차장+야영장,,,,,,2021.7.6,96200,3209,"대천해수욕장은 젊음과 낭만, 안락함과 자연미가 함께 어우러져 있는 곳이다. 젊은 연인들에게는 추억 만들기의 장소로서, 또 가족 단위의 휴식처로서, 해양스포츠의 메카로서 제반 요건을 충분히 갖추고 있다.",041-930-6810,충청남도 보령시청 해수욕장경영과,2021.11.2,4510000,충청남도 보령시
무창포해수욕장,관광지,충청남도 보령시 웅천읍 열린바다1길 10,,36.24457737,126.5365426,150000,화장실+샤워장+급수대+관광안내소+주차장+야영장,,,,,,2021.7.6,16300,647,"1928년 서해안에서 최초로 개장된 해수욕장으로 백사장 길이 1.5km 수심 1 ~ 2m, 백사장 50m, 수온 섭씨 22도, 경사도 4도의 해수욕장으로 주변에는 송림이 울창하여 해수욕과 산림욕을 함께 즐길 수가 있다.",041-930-6802,충청남도 보령시청 해수욕장경영과,2021.11.2,4510000,충청남도 보령시
간현관광지,관광지,강원도 원주시 지정면 소금산길 26,강원도 원주시 지정면 간현리 1056-5,37.36489327,127.832544,364644,관리사무소+주차장+화장실+샤워장,민박+모텔,풋살장+족구장,야영장+공연장+수련원,,,1984.5.2,50000,268,섬강과 삼산천 강물이 합수되는 지점에 위치하고 있어 빼어난 자연경관과 소금산 등반 등을 할 수 있음,033-737-4765,강원도 원주시청,2021.10.29,4190000,강원도 원주시
"목포근대역사관 1관 (구, 일본영사관)",관광지,목포시 영산로 29번길 6,전라남도 목포시 대의동2가 1-5,34.78769578,126.3817942,6575.2,화장실,,"방공호체험, XR체험존",박물관,,,2014.3.1,100,0,"목포 최초의 서구적 근대 건축물로 건립당시의 내·외관을 거의 그대로 유지하고 있으며 목포 개항 이후 1900년 12월 일본영사관으로 지어져 광복 이후 목포시청, 시립도서관, 문화원으로 사용하다가 현재는 목포 근대역사관 1관으로 운영중에 있다",061-242-0340,목포시,2021.10.28,4800000,전라남도 목포시
"목포근대역사관 2관 (구,동양척식주식회사)",관광지,목포시 번화로 18,전라남도 목포시 중앙동2가 6,34.78596374,126.3814912,1448,"화장실.주차장,여행자쉼터",,,박물관,,,2006.3.1,100,30,구 동양척식주식회사 목포지점이었던 근대역사관2관은 1920년 6월에 건립된 일제시대 건축물로 1999년 11월 20일 전라남도 기념물 제174호로 지정.동양척식주식회사 건물 복원기념으로 사진이 전시되고 있다 2층건물에는 주요 근대역사자료와 관련한 상설전시중이다.,061-270-8728,목포시,2021.10.28,4800000,전라남도 목포시
성옥기념관,관광지,목포시 영산로 11,전라남도 목포시 유달동 4-2,34.78698576,126.3798645,1723,"화장실, 주차장, 라운지",,,,,,2004.6.1,200,10,"조선내화(주)창업자인 성옥 이훈동 선생의 미수를 기리기 위해 자녀들이 건립한 문화공간으로 선생이 수집한 근 · 현대 작품, 다양한 고미술작품과 도자기 등을 감상 할 수 있다.",061-244-2527,목포시,2021.10.28,4800000,전라남도 목포시
구 동본원사 목포별원,관광지,목포시 영산로 75번길 5,전라남도 목포시 무안동 2-4,34.78970032,126.3842863,340,주차장,,,,,,2007.7.3,150,45,동본원사는 목포에 들어선 일본 첫 불교사원으로 정식명칭은 ‘진종 대곡파 동본원사’이다. 동본원사 목포별원은 1898년 4월에 세워졌으며 목포심상고등학교 설립 인가를 받아 목포 내에서 일본인 소학교로 최초·정식 운영되기도 했다. 해방 이후 정광사의 관리를 받다가 1957년부터 목포중앙교회로 사용하게 되어 사찰이 교회가 되는 이색적인 약력을 가지게 되었다. 현재는 각종 문화행사 및 전시회 공간으로 활용되고 있다.,061-245-8832,목포시,2021.10.28,4800000,전라남도 목포시
유달산,관광지,목포시 유달로 180,전라남도 목포시 죽교동 300,34.79142993,126.3759183,116813,"화장실,주차장,관광안내소",,,"특정자생식물원, 봉후샘쉼터, 옛수원지 암벽폭포, 조각공원",매점,,1982.1.1,100000,2000,노령산맥의 맨 마지막 봉우리이자 다도해로 이어지는서남단의 땅 끝인 산 해발 228미터 기암괴석으로 이루어진 유달산은 노령산맥의 맨 마지막 봉우리이다. 정상에 올라 서면 목포 시내가 한눈에 내려다보이며 푸른 다도해의 경관이 시원스레 펼쳐져 있고 그 사이를 오고가는 크고 작은 선박들의 모습이 한폭의 동양화를 연상시킨다.,061-270-8359,목포시,2021.10.28,4800000,전라남도 목포시
서산동 시화골목,관광지,목포시 해안로127번길 14-2,전라남도 목포시 서산동 12-89,34.78174519,126.3773176,8420,"화장실, 주차장, 여행자쉼터",,,,여행자쉼터,,2016.7.28,250,40,지역의 시인과 화가 그리고 주민들이 참여하여 생활적인 시와 벽화를 구성해 놓은 곳이다.개발되지 않은 1970 ~ 80 년대 해안가 마을의 골목길을 보존해 당시의 생활적 정서를 엿볼 수 있는 대표적인 레트로 공간이다. 초입에 1987의 촬영지 연희네 슈퍼가 있어 조화를 이루고 있다,061-270-8598,목포시,2021.10.28,4800000,전라남도 목포시
연희네슈퍼(영화 1987 촬영지),관광지,목포시 해안로127번길 14-2,전라남도 목포시 서산동 12-89,34.78174519,126.3773176,62.2,"화장실, 주차장, 여행자쉼터",,"방공호체험, 의상체험, 셀프시잔관, 화가의집",,여행자쉼터,,2018.2.12,100,40,영화 1987의 주인공 연희가 살던 곳이곳의 시간은 1987년이다. 개발되지 않은 배경에 1987년을 그대로 옮겨놓은 연희네 슈퍼는 단순한 영화세트장이 아니다. 각자의 1987년을 떠올릴 수 있는 공간이다. 문득 시간을 돌아보고 싶거든 연희네 슈퍼로 가자. 그곳에 나의 1987년이 있고 나의 연희가 있다.,061-270-8598,목포시,2021.10.28,4800000,전라남도 목포시
고래불관광지,관광지,경상북도 영덕군 병곡면 병곡리 72-8,경상북도 영덕군 병곡면 병곡리 72-8,36.60030095,129.4105748,880400,관리사무소(2동)+주차장+화장실(6동)+샤워장(5동)+하계휴양소+취사동(4동),,비치발리볼경기장+자전거대여점+풋살구장+체력단련시설,야영장+연수원,상가(2동),,1988.3.28,17100,1000,명사20리 라고 불리는 8km에 이르는 넓고 긴 양질의 백사장과 빼어난 해송림 등 우수한 자연자원을 보유한 관광지,054-730-6513,경상북도 영덕군청,2022.8.24,5180000,경상북도 영덕군
춤추는 바다분수,관광지,목포시 평화로 82,전라남도 목포시 상동 1157,34.79666213,126.4337909,4210,"화장실, 주차장, 관광안내소",,"레이저쇼, 워터스크린, 사연이벤트",,,,2010.7.30,4500,80,"목포춤추는바다분수는 매년 4월부터 11월까지 8개월간 목포 평화광장 앞바다에서 음악과 분수, 워터스크린, 레이저, 빔프로 젝트를 이용한 미디어 아트 작품을 선보이고 있다. 목포춤추는바다분수는 수반길이 150m, 높이 13.5m, 최대분사 높이 70m의 세계최초 초대형 부유식 바다음악분수이다.이에 더해 2021년 10월부터는 바다분수 앞에 설치한 해상무대에서 불꽃과 바다분수가 어우러진 환상적인 해상공연을 펼칠 예정이다.",061-270-8580,목포시,2021.10.28,4800000,전라남도 목포시
목포해상케이블카,관광지,목포시 해양대학로 240,전라남도 목포시 죽교동 516-101,34.79940179,126.3700239,19079,"화장실, 주차장, 매표소,관광안내소, 기념품판매점, 푸드코트",,VR체험관,안전홍보관,"카페테리아, 휴게실",,2019.9.6,2500,848,"155m의 높이에서 스릴넘치는 아찔한 체험을...국내 최장구간 3.23km의 해상케이블카로 북항에서 고하도까지 이어진다.목포항과 삼학도를 비롯한 목포 원도심이 한눈에 펼쳐지고 보석처럼 빛나는 다도해와목포대교, 고하도 등을 조망할 수 있다.",061-244-2600,목포시,2021.10.28,4800000,전라남도 목포시
삼학도크루즈,관광지,목포시 삼학로 92번길 104,전라남도 목포시 산정동 1454-7,34.78101571,126.387931,15455,"화장실, 주차장, 매표소, 휴게실",,"공연장, 전망대. 카페테리아, 라운지",관광유람선,카페테리아,,2020.6.12,578,100,"삼학도 계류장을 출발하여 해상케이블카타워 ? 인어동상 ? 목포대교로 간다.잔잔한 목포 앞바다를 배를 타고 노니는것은 또 다른 경험이다. 오른쪽으로 높이오른 유달산과 목포대교의 일몰, 끝없이펼쳐진 다도해 그리고 고하도의 해안을감상할 수 있다.",061-245-3222,목포시,2021.10.28,4800000,전라남도 목포시
김대중노벨평화상기념관,관광지,목포시 삼학로 92번길 68,전라남도 목포시 산정동 1481,34.78285177,126.3922506,4730,"화장실, 주차장, 기념품판매점",,,박물관,카페테리아,,2013.6.15,200,10,"김대중 前대통령의 업적 및 걸어온 길을 살펴볼 수 있는 곳이다. 평화의 메시지 보내기, 노르웨이 오슬로 시상식장 체험, 노벨평화상 단상 포토존 및 대통령 집무실을 그대로 옮겨놓은 집무실 체험공간에서 대통령이 되어보는 체험을 할 수 있다",061-245-5660,목포시,2021.10.28,4800000,전라남도 목포시
목포자연사박물관,관광지,목포시 남농로 135,전라남도 목포시 용해동 7,34.79391067,126.422503,3170,"화장실, 주차장, 기념품판매점",,,박물관,매점,,2003.10.24,300,450,"지구 46억년 자연사를 볼 수 있는 곳으로 다양한 생명체와 관람객이 공존하는 증강현실 사진관 체험,  박물관에 잠든 공룡알 화석을 부화시키는 게임형 AR 체험, 수생 생물이 살고 있는 연못 생태계 위를 거니는 콘텐츠등 다양한 VR, AR콘텐츠와 영상쇼를 제공한다",061-274-3655,목포시,2021.10.28,4800000,전라남도 목포시
갓바위,관광지,목포시 남농로 135,전라남도 목포시 용해동 산86-24,34.79219007,126.4257404,6650,공중화장실,,,,,,2009.4.27,250,60,"갓바위는 두 사람이 나란히 삿갓을 쓰고 서 있는 모습의 바위로 관광객들이 즐겨찾는 명소이며, 예전에는 배를 타고 나가야만 볼 수 있었던 갓바위를 해상에서 직접 조망할 수 있는 보행교를 바다위에 설치하였다.",061-273-0536,목포시,2021.10.28,4800000,전라남도 목포시
인천가스과학관,관광지,인천광역시 연수구 인천신항대로960,인천광역시 연수구 송도동 364,37.35281836,126.6121219,6096,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,,,,,,1998.11.3,300,100,"옥외조형물 5종, 실내전시물 23개코너, 크린타워",032-822-4492,한국가스공사,2021.10.25,3520000,인천광역시 연수구
인천상륙작전기념관,관광지,인천광역시 연수구 청량로160번길 26,인천광역시 연수구 옥련동 525,37.42070925,126.6531798,1788,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,,,,,,1984.9.15,200,50,"전시관, 야외전시장, 야외공연장, 영상실, 휴게실, 전망대, 소공원 등",032-832-0915,인천광역시,2021.10.25,3520000,인천광역시 연수구
컴팩스마트시티,관광지,인천광역시 연수구 인천타워대로 238,인천광역시 연수구 송도동24-7,37.39281227,126.6358879,8409,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,,,,,,2009.8.7,300,70,"고대 및 근대 전시관, 인천 모형관, IFEZ모형관",032-850-6000,인천광역시,2021.10.25,3520000,인천광역시 연수구
가천박물관,관광지,인천광역시 연수구 청량로102번길 40-9,인천광역시 연수구 옥련동 567-22,37.41847997,126.6576026,396,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,,,,,,1995.10.31,100,21,"인천지역 유일한 국보를 포함한 총소장품 18,382점",032-833-4747,가천문화재단,2021.10.25,3520000,인천광역시 연수구
오월드,관광지,대전광역시 중구 사정공원로 70,대전광역시 중구 사정동 142,36.28749807,127.3985061,783000,Y,N,Y,Y,N,Y,2019.1.1,3000,1913,Y,042-580-4820,Y,2021.10.27,6300000,대전광역시
뿌리공원,관광지,대전광역시 중구 뿌리공원로 79,대전광역시 중구 침산동 364,36.28537962,127.3883,125000,Y,N,Y,Y,N,Y,2019.1.1,3000,447,Y,042-228-8310,Y,2021.10.27,6300000,대전광역시
엑스포과학공원,관광지,대전광역시 유성구 대덕대로 480,대전광역시 유성구 도룡동 3-1,36.37662561,127.3871992,130000,Y,N,Y,Y,N,Y,2019.1.1,2000,200,Y,042-250-1111,Y,2021.10.27,6300000,대전광역시
한밭수목원,관광지,대전광역시 서구 둔산대로 169,대전광역시 서구 만년동 396,36.36646857,127.3880154,387000,Y,N,Y,Y,N,Y,2019.1.1,3000,465,Y,042-270-8464,Y,2021.10.27,6300000,대전광역시
계족산황톳길,관광지,대전광역시 대덕구 장동로 59,대전광역시 대덕구 와동 2-1,36.40406651,127.4297932,54000,Y,N,Y,Y,N,Y,2019.1.1,3000,25,Y,042-623-9909,Y,2021.10.27,6300000,대전광역시
대청호반,관광지,대전광역시 대덕구 대청로 607,대전광역시 대덕구 미호동 57,36.47362538,127.4735679,72800,Y,N,Y,Y,N,Y,2019.1.1,3000,0,Y,042-930-7240,Y,2021.10.27,6300000,대전광역시
